"Generation","N_breeders","Mean_P_soft","Var_P_soft","Mean_P_hard","Var_P_hard","Mean_G_soft","Var_G_soft","Mean_G_hard","Var_G_hard","Gen_cor","Allele_freq","N_recruits","Mean_S","RpS","replicate","repr.excess"
17,500,2.05684551607473,40.6827354564187,0.325346011458744,40.2680875479471,2.25,10.8111439842209,0.661417322834646,8.54785755330879,-0.0272884719701688,0,507,0.507,1.014,1,"low"
18,500,2.48962057245197,40.0809605021,0.859189433671164,42.641436505366,2.48126232741617,8.68887745476374,0.767258382642998,10.3370286346875,-0.0972192678143823,0,485,0.485,0.97,1,"low"
19,485,3.04836135557782,41.3664599548925,0.281050398584415,47.5997896835859,2.58969072164948,9.36229019340547,0.338144329896907,10.4226122518531,-0.0599676522159228,0,496,0.511340206185567,1.02268041237113,1,"low"
20,496,2.7176506470996,43.5764868049723,0.964685420068279,40.4668936393345,2.52016129032258,8.40767350928641,0.693548387096774,11.5018572825024,-0.14029835302529,0,480,0.483870967741935,0.967741935483871,1,"low"
21,480,2.28851072162452,45.2449263624002,0.707471638216267,41.1337563233932,2.23333333333333,9.50285316631872,1.0625,11.6370041753653,-0.196341983350329,0,480,0.5,1,1,"low"
22,480,2.55487249672868,47.0135122863976,1.08101568179044,44.809698359466,2.2375,9.62614822546973,1.03958333333333,10.8272399095338,-0.137728873264473,0,472,0.491666666666667,0.983333333333333,1,"low"
23,472,1.91838636821185,45.9836437551378,0.754018462801137,38.6530630932895,2.01483050847458,8.44776260390802,1.40677966101695,10.6239879088848,0.00787809473453036,0,477,0.505296610169492,1.01059322033898,1,"low"
24,477,1.90181718135676,48.3379391282876,1.14440547525682,41.9292347024081,1.79035639412998,11.1282261332206,1.44444444444444,12.7012138188609,0.00997421362061197,0,497,0.520964360587002,1.041928721174,1,"low"
25,497,1.74521883032425,46.8236194714105,1.52897105061597,41.3345853893359,1.89939637826962,11.8245359252288,1.39839034205231,11.1353199844227,0.00349988461054453,0,518,0.52112676056338,1.04225352112676,1,"low"
26,500,1.67129865985525,46.2646807093844,1.0379640308797,43.1201976063602,1.7046332046332,9.69402104508488,1.08301158301158,11.4805232145658,-0.0521257500665843,0,480,0.48,0.96,1,"low"
27,480,2.01271065952222,43.4164155186083,0.721277972043081,39.9191809611394,1.69583333333333,9.39789491997217,0.966666666666667,10.0949199721642,-0.00340081848064782,0,482,0.502083333333333,1.00416666666667,1,"low"
28,482,1.38986245525178,41.8354260580813,1.08700311120595,45.0688659960462,1.47302904564315,9.45561201162861,0.954356846473029,9.82327619672018,0.000303434235936723,0,494,0.512448132780083,1.02489626556017,1,"low"
29,494,1.12860172527909,44.2851868509829,1.43715061735268,44.6488205690826,1.58704453441296,9.32607927995993,1.06275303643725,10.7039648192098,0.0793391507418894,0,492,0.497975708502024,0.995951417004049,1,"low"
30,492,1.18933110044678,43.0562572583225,1.35881749681246,39.5571914531089,1.52845528455285,10.6122232709089,1.13821138211382,10.5103902770189,-0.0381705487444968,0,475,0.482723577235772,0.965447154471545,1,"low"
31,475,1.80208414386884,44.7509786917459,1.54826417764766,45.7285896225302,1.81894736842105,10.2540706195869,1.45684210526316,11.0081545636243,-0.0418412497899399,0,485,0.510526315789474,1.02105263157895,1,"low"
32,485,1.46329957416414,47.0119809913991,1.29538911000918,42.9968129668854,1.65567010309278,10.6559853454886,1.52371134020619,10.3904490074125,-0.0230795385648193,0,475,0.489690721649485,0.979381443298969,1,"low"
33,475,2.20569082903554,44.4978083223688,1.3584450586618,43.3276308740145,2.16421052631579,11.0067332889185,1.65263157894737,10.1681101487897,-0.0769578661848564,0,487,0.512631578947368,1.02526315789474,1,"low"
34,487,2.29164072753118,47.8253269996399,1.71960686747416,41.349875076082,2.1088295687885,11.5868971869428,1.65503080082136,10.0535908941111,-0.100033250329872,0,492,0.505133470225873,1.01026694045175,1,"low"
35,492,2.30795905637752,42.3797001508207,1.73898855533042,41.0224956273944,1.96747967479675,9.22908284072657,1.90650406504065,8.95661748878181,-0.0308004513498551,0,499,0.507113821138211,1.01422764227642,1,"low"
36,499,1.82060549260165,43.7268144605814,2.07207632550828,39.8747128470042,1.97394789579158,9.03345647117528,1.74749498997996,8.17306098140055,-0.0070769148380246,0,495,0.495991983967936,0.991983967935872,1,"low"
37,495,1.98345734308389,43.430648886356,1.97643280317035,44.2110895025917,1.87272727272727,9.85623849834376,2.03232323232323,8.79652394389237,-0.0419505229720924,0,489,0.493939393939394,0.987878787878788,1,"low"
38,489,1.65617262219667,49.0272300370334,2.11682381793456,40.4064454609968,1.51942740286299,9.78292098293607,1.93865030674847,9.512621945087,-0.0791089265248727,0,510,0.521472392638037,1.04294478527607,1,"low"
39,500,1.12579405929793,46.517578534051,1.50967899164102,42.9186614344918,1.29803921568627,10.3982279748835,1.71176470588235,9.65938980700335,-0.0766855416075447,0,499,0.499,0.998,1,"low"
40,499,1.77301883417785,44.4888780800227,1.77799384931933,47.5506009092187,1.49899799599198,8.54768975702409,1.71543086172345,9.21203048667616,0.023049554175961,0,470,0.470941883767535,0.94188376753507,1,"low"
41,470,1.98326989378138,41.6896303014083,1.9360782302165,47.7492323119174,1.40851063829787,9.64939436555823,1.61914893617021,8.81626366647008,-0.10908455939457,0,471,0.501063829787234,1.00212765957447,1,"low"
42,471,1.69867571963348,41.5719212538069,1.22494849628242,43.1375743943361,1.1104033970276,9.57501919862673,1.59023354564756,8.85088313682974,-0.0352903289335748,0,485,0.514861995753715,1.02972399150743,1,"low"
43,485,1.16406943724954,46.4705945109027,2.1251125455054,40.3740350908781,1.17938144329897,10.1599045752748,1.81855670103093,9.25626650762546,0.0135898392350548,0,496,0.511340206185567,1.02268041237113,1,"low"
44,496,1.26323746818542,44.4683987564335,1.75870296925958,43.7080475959594,1.28024193548387,9.80615428478332,1.96572580645161,8.81700472466602,-0.0330751593798033,0,502,0.506048387096774,1.01209677419355,1,"low"
45,500,1.04062919094102,47.6703718376893,1.35733585953135,45.5987130741729,1.18326693227092,11.7028731381858,1.74501992031873,8.97677155648862,0.0143052689752603,0,467,0.467,0.934,1,"low"
46,467,1.62717316998873,46.3570262582173,1.31656425814991,40.9225671469392,1.71734475374732,9.71392598174817,1.6830835117773,8.92080763893356,-0.0107960866364649,0,506,0.541755888650964,1.08351177730193,1,"low"
47,500,2.24260246336651,43.8813832466923,1.48502302648918,41.6173164603373,2.10671936758893,8.80046961217861,1.40316205533597,8.80347513012171,0.12176147090451,0,483,0.483,0.966,1,"low"
48,483,2.31714834203657,47.1456937273728,1.12598917323171,40.3055977116508,2.27950310559006,9.16860390196129,1.07453416149068,8.26414267673514,0.178027438235154,0,475,0.491718426501035,0.98343685300207,1,"low"
49,475,2.08744193183103,47.4535583491883,0.923148378652702,42.8410722324812,2.05894736842105,9.98807905840551,1.20210526315789,9.88311792138574,0.0743917396162716,0,455,0.478947368421053,0.957894736842105,1,"low"
50,455,2.23831206975356,41.1770480639745,1.5151787903343,44.0446926892903,2.09450549450549,10.0857626954543,1.34285714285714,8.0275645059786,0.0600370766081237,0,479,0.526373626373626,1.05274725274725,1,"low"
51,479,1.88562322295341,46.8849579594688,0.845235274780369,41.7844729428459,2.16910229645094,9.51318559411605,1.34655532359081,8.15998287925507,0.0370246908453401,0,486,0.507306889352818,1.01461377870564,1,"low"
52,486,2.29956406741517,45.1309539391012,1.34024716710985,39.132170795495,2.10699588477366,8.75966229689025,1.50617283950617,7.83398243604429,0.0106227667010071,0,505,0.519547325102881,1.03909465020576,1,"low"
53,500,2.67151429037741,44.2690799875365,1.15409652713736,41.8040568382303,2.22178217821782,8.54595316674525,1.30693069306931,9.07028917177432,-0.0363679003781004,0,494,0.494,0.988,1,"low"
54,494,2.64898166124707,42.7646590387005,0.604245842140749,43.5346186950004,2.45951417004049,9.63223181217203,1.17206477732794,9.22996854751952,0.0116040844354127,0,519,0.525303643724696,1.05060728744939,1,"low"
55,500,2.4278685413271,43.47060595478,1.21531318498387,46.7048295244303,2.64354527938343,8.87076424070644,0.961464354527938,10.6741878129161,-0.014111383061223,0,496,0.496,0.992,1,"low"
56,496,2.53162724791908,39.5909893837047,1.88109456096571,45.4091582308438,2.51612903225806,9.49064841968068,1.3508064516129,9.10496904529163,-0.0760213253302586,0,503,0.507056451612903,1.01411290322581,1,"low"
57,500,2.61020022980053,42.2723212469008,0.975528911522952,41.8378543625685,2.40357852882704,9.08580390168946,1.17296222664016,8.12341092884922,-0.0802529878853227,0,495,0.495,0.99,1,"low"
58,495,2.8526809695175,39.6053124319205,1.1397462283126,39.2579721376161,2.46868686868687,8.28191223980698,0.97979797979798,8.38825501983397,-0.0571502440523514,0,485,0.48989898989899,0.97979797979798,1,"low"
59,485,2.4162410427946,40.2320024960988,0.573071228210115,39.5871842400391,2.70309278350515,8.47364743972054,0.88659793814433,7.86521257561557,-0.120298258881936,0,495,0.510309278350515,1.02061855670103,1,"low"
60,495,3.06205104883819,44.6824463766646,1.11220749191164,43.156227041724,2.82626262626263,8.72683924262872,0.777777777777778,7.84930274403959,-0.119384437355416,0,509,0.514141414141414,1.02828282828283,1,"low"
61,500,3.21797374534717,43.6305051280081,1.62470909245224,46.9666314761032,2.9803536345776,8.98780223690113,1.01571709233792,8.48794146311279,-0.0804239352176665,0,494,0.494,0.988,1,"low"
62,494,2.67862930135182,44.185460981758,1.02647378688624,43.9231050440977,2.92307692307692,9.65330004680917,1.28137651821862,9.0261433346199,-0.0963317239450434,0,488,0.493927125506073,0.987854251012146,1,"low"
63,488,3.22472015470366,44.9841272647004,0.891595120827281,44.7443960472862,3.13729508196721,8.52525919816878,0.901639344262295,8.65560305651867,-0.00942048376220247,0,497,0.50922131147541,1.01844262295082,1,"low"
64,497,3.26418209665287,40.9849541697626,0.180261365821187,41.5630527750541,3.29778672032193,7.6530797689362,0.438631790744467,10.1902787693905,0.0319809263524901,0,482,0.484909456740443,0.969818913480885,1,"low"
65,482,3.20273017400453,36.7408478076269,0.00385205740757716,41.9633899455161,3.27385892116183,7.56309900708241,0.464730290456432,9.30124826390387,-0.0196675690603252,0,473,0.490663900414938,0.981327800829875,1,"low"
66,473,3.26117485745529,43.6801857517636,0.279533754195877,43.3143246876313,3.28964059196617,8.39262550614541,0.13953488372093,9.61184469846275,0.0150693982465921,0,489,0.516913319238901,1.0338266384778,1,"low"
67,489,3.43656654083224,42.0795815609993,-0.181198111368969,49.3140103311377,3.48670756646217,7.78722049012706,0.0777096114519427,8.75214556304268,0.110830198748257,0,503,0.514314928425358,1.02862985685072,1,"low"
68,500,3.47879293772201,41.9788785252854,-0.301945680298887,44.0146587003492,3.27634194831014,9.35575392267907,0.099403578528827,9.80284824915051,0.0177187541496968,0,495,0.495,0.99,1,"low"
69,495,3.17890378603929,45.7275618154801,-0.568151626469128,39.8893428273673,3.18989898989899,9.7128532286427,-0.141414141414141,10.5751032593138,0.0505918308510959,0,478,0.482828282828283,0.965656565656566,1,"low"
70,478,3.35097115311585,40.0521297286774,0.211587205877744,46.4060710447177,3.09832635983264,8.92322570458672,-0.305439330543933,11.0889011692675,-0.076639607424726,0,516,0.539748953974895,1.07949790794979,1,"low"
71,500,2.97531478106527,42.628606301666,0.377410970010529,43.016633499731,3.44767441860465,9.02055768796568,-0.199612403100775,10.2144464514187,-0.0570226783036297,0,480,0.48,0.96,1,"low"
72,480,3.35301205306844,43.8062689474631,-0.679767357627815,44.4222147449263,3.57708333333333,7.96899356297843,-0.34375,9.11958507306889,0.0409505917365397,0,475,0.494791666666667,0.989583333333333,1,"low"
73,475,3.75211117596124,46.9987850767504,-0.44992969186514,47.5529279308885,3.51157894736842,8.54575172107484,-0.541052631578947,9.98723517654897,0.0738695861483919,0,495,0.521052631578947,1.04210526315789,1,"low"
74,495,3.8653900734713,38.1078912686178,-0.24147211302766,43.0020536050029,3.70909090909091,8.22694147957306,-0.585858585858586,8.92328139696561,0.0769350869638816,0,496,0.501010101010101,1.0020202020202,1,"low"
75,496,3.57344014603659,45.2406948252131,-0.524714419732582,45.2474216269808,3.84072580645161,6.82912593678723,-0.731854838709677,9.05320544151189,0.139815846408094,0,500,0.504032258064516,1.00806451612903,1,"low"
76,500,3.71985290681936,40.2634307390311,-0.347526212614915,44.0327266726256,4.05,7.31813627254509,-0.874,9.56124649298597,0.00643259547568384,0,493,0.493,0.986,1,"low"
77,493,4.08593908698422,38.7882004316415,-0.463188889325991,47.2882455019325,4.08113590263692,7.22104586157423,-0.59026369168357,9.96592127178878,-0.0904202862299557,0,485,0.491886409736308,0.983772819472617,1,"low"
78,485,3.32811347819672,41.9569719352503,-0.460234947662417,42.3380260980731,3.78969072164948,9.05485217687654,-0.422680412371134,10.099897759223,-0.0132035868953753,0,494,0.509278350515464,1.01855670103093,1,"low"
79,494,3.89758853990325,39.8302287891946,0.235517725949299,41.5725311087295,3.98987854251012,8.54959308866643,-0.0222672064777328,9.64453359174188,0.0261103165908264,0,466,0.47165991902834,0.94331983805668,1,"low"
80,466,4.10546747884485,39.2729018303091,-0.328565612738994,48.1886792781116,4.08154506437768,8.5911855646315,-0.405579399141631,9.08461396464996,-0.0515060513900511,0,506,0.542918454935622,1.08583690987124,1,"low"
81,500,4.64752828776472,46.3733152954462,-0.528363712498004,39.4387876067827,4.4703557312253,8.80803036825422,-0.561264822134387,8.5912886940868,0.00172571131005573,0,510,0.51,1.02,1,"low"
82,500,4.49986092687302,41.7139280617907,-0.614749696145157,38.6426829500377,4.46470588235294,8.20995030625217,-0.590196078431373,7.57043414615355,0.0104357011126656,0,503,0.503,1.006,1,"low"
83,500,4.07092313328122,36.6262942549177,-0.723150150035572,34.6460654993953,4.46322067594433,7.95033781375492,-0.592445328031809,7.38934520367833,0.00728743724693846,0,515,0.515,1.03,1,"low"
84,500,4.64694483819798,43.4238462835702,-0.637934711313731,42.7432614189201,4.63495145631068,7.92873710853387,-0.493203883495146,8.76405878130785,-0.030275893713965,0,522,0.522,1.044,1,"low"
85,500,4.86810942818879,44.0156955205458,-0.44592651999419,43.2274432303241,4.46551724137931,6.93258984711099,-0.726053639846743,8.86722777446849,-0.00797305124532846,0,512,0.512,1.024,1,"low"
86,500,4.87889899616692,43.1664881386886,-0.0772059102218373,40.3179783119715,4.466796875,7.41181124633072,-0.30078125,9.56884478962818,0.00113554542983448,0,505,0.505,1.01,1,"low"
87,500,4.27446777401504,40.8575695177683,-0.221395944672891,42.7986421629178,4.58811881188119,6.9966839541097,-0.0950495049504951,9.00285242809995,-0.0679415199500852,0,487,0.487,0.974,1,"low"
88,487,4.18191294065151,40.4808047320066,0.0497945634739473,41.0213201938373,4.60369609856263,6.7129904259724,-0.0944558521560575,8.50134780000169,-0.0558988182367793,0,473,0.485626283367556,0.971252566735113,1,"low"
89,473,4.65375076953959,42.3400069553376,-0.0406263305783158,40.4997653651929,4.48837209302326,6.92836026803311,-0.0169133192389006,9.22428960475866,0.00660081134577324,0,466,0.492600422832981,0.985200845665962,1,"low"
90,466,4.07075182893037,41.596384773516,-0.211362004416157,42.4897699903111,4.20600858369099,6.16392080852831,-0.0665236051502146,8.64287692094697,-0.149267863476951,0,446,0.478540772532189,0.957081545064378,1,"low"
91,446,4.11566696086094,45.5812812863731,0.316555256684641,41.1856068336012,3.94843049327354,6.87598629515796,-0.0605381165919283,7.88172015921802,-0.082233217693483,0,474,0.531390134529148,1.0627802690583,1,"low"
92,474,3.8899433476356,43.0280242276004,0.20636147420698,45.9423683231591,3.72362869198312,7.37588870750484,0.0421940928270042,9.95170426668808,-0.0529242502772807,0,486,0.512658227848101,1.0253164556962,1,"low"
93,486,3.31906743109507,42.8549337439911,0.279647245286138,45.0664460962495,3.74485596707819,6.21517966993339,0.146090534979424,8.29820117941538,-0.0413099125555811,0,483,0.496913580246914,0.993827160493827,1,"low"
94,483,3.91173760012782,40.3805073365683,0.395791951332595,39.8648789018023,3.50310559006211,7.9642019535579,0.184265010351967,9.08008384663625,-0.0706968248684403,0,494,0.511387163561077,1.02277432712215,1,"low"
95,494,3.15482662989379,42.3916869282671,0.220502194057722,40.2860566645619,3.29757085020243,9.1871340466942,0.137651821862348,7.70515147284657,0.000907733699946527,0,532,0.538461538461538,1.07692307692308,1,"low"
96,500,2.93665722738283,41.8796259010443,-0.267991012815474,36.9865482405314,3.25187969924812,8.6934992849355,-0.0808270676691729,8.67707050111154,0.00560092705292897,0,503,0.503,1.006,1,"low"
97,500,3.44713433050419,36.8109159042883,0.287895355953592,44.9141337939443,3.51491053677932,7.36182902584493,-0.0576540755467197,9.25364149762778,0.0767329474117909,0,496,0.496,0.992,1,"low"
98,496,3.17886059378286,38.6424399626008,0.0675455741848934,43.6959452198434,3.60887096774194,7.1679211469534,-0.0201612903225806,7.91070381231672,0.0917760517793951,0,514,0.518145161290323,1.03629032258065,1,"low"
99,500,3.46267510108247,37.9543525114019,-0.181072163801726,39.7935341773065,3.67898832684825,7.15795920844047,-0.319066147859922,7.82782290789663,-0.00433486110164838,0,497,0.497,0.994,1,"low"
100,497,3.70573057786736,47.5017955446334,-0.232526617232254,40.761058419746,3.73440643863179,7.75593074576491,-0.41851106639839,8.251914714091,0.0180836245507986,0,476,0.47887323943662,0.957746478873239,1,"low"
1,500,-0.216623903354447,41.0559082382207,-0.164821255034357,43.0600818885583,-0.206,10.4284208416834,0.038,10.8823206412826,0.0840723874467074,0,484,0.484,0.968,2,"low"
2,484,0.0342980112277629,44.9032974517156,0.281859257860296,45.3352790272637,-0.334710743801653,10.2272812826173,-0.0764462809917355,10.9071873449344,-0.0573152812324338,0,530,0.547520661157025,1.09504132231405,2,"low"
3,500,-0.226945355581562,51.8195038072874,0.00422730597962615,42.8411026203822,-0.20188679245283,11.2956486071976,0.0377358490566038,9.56757142347612,0.0407388776111858,0,495,0.495,0.99,2,"low"
4,495,-0.204656981618639,40.4827496439186,0.29478254898161,42.1704434242529,-0.361616161616162,10.9803050750419,0.165656565656566,9.60812988181409,-0.00460136123632238,0,494,0.498989898989899,0.997979797979798,2,"low"
5,494,-0.159400179241935,42.2263334147131,-0.100059720098359,47.7704673913304,0.0161943319838057,10.4378710858907,0.0323886639676113,11.5810989480254,-0.0380526904511042,0,481,0.486842105263158,0.973684210526316,2,"low"
6,481,-0.128891221322596,46.906843954555,-0.0460582384644157,42.0424949123058,0.106029106029106,10.6408177408177,0.0166320166320166,10.2747227997228,0.0161690381154413,0,467,0.485446985446985,0.970893970893971,2,"low"
7,467,0.652114678807164,45.2465148248919,0.142254053860041,40.4707840588231,-0.0299785867237687,10.2394427034031,-0.0792291220556745,9.26624146455781,-0.0478302178755543,0,470,0.50321199143469,1.00642398286938,2,"low"
8,470,0.106974133105518,42.6832138533458,-0.0823909407004922,42.6623615594932,-0.114893617021277,11.9569205643515,-0.114893617021277,10.4260037200018,0.0144744933703308,0,488,0.519148936170213,1.03829787234043,2,"low"
9,488,0.225797194306685,47.8591418191343,-0.210262391042488,43.0037051967372,-0.25,11.7279260780287,0.0122950819672131,10.5173023193187,0.0505668127327137,0,499,0.511270491803279,1.02254098360656,2,"low"
10,499,-0.0655433078302593,45.5731408871455,0.382693600810461,47.2326279308889,-0.158316633266533,10.627495955767,0.478957915831663,10.5874077472214,0.0482418549172195,0,508,0.509018036072144,1.01803607214429,2,"low"
11,500,-0.129244976184694,45.7516225688712,0.963710940568853,45.1742977184316,0.0078740157480315,8.51670316358384,0.687007874015748,9.16614250881362,0.0237191962038136,0,481,0.481,0.962,2,"low"
12,481,0.891618853207588,44.3843980251851,0.896514062226681,44.9379327547499,-0.153846153846154,11.9096153846154,0.748440748440748,8.4928361053361,-0.0747012335729882,0,498,0.517671517671518,1.03534303534304,2,"low"
13,498,-0.145727510543281,46.3714895566853,0.73703775159519,43.8112901863258,-0.27710843373494,10.9170201934499,0.441767068273092,9.54287976857127,-0.0210999917686623,0,492,0.493975903614458,0.987951807228916,2,"low"
14,492,0.499971572650359,40.4607063143025,0.413414755756973,43.001790393482,0.032520325203252,10.7362111502989,0.0304878048780488,9.33715414038051,0.0696725587947991,0,475,0.482723577235772,0.965447154471545,2,"low"
15,475,-0.231716377714135,45.4073827580262,-0.0895911692648294,39.1478351199536,-0.231578947368421,11.5665112147457,-0.189473684210526,10.0610703975128,0.015480771774917,0,500,0.526315789473684,1.05263157894737,2,"low"
16,500,-0.858422672854012,51.3498130061706,0.119721369308525,49.5945813805957,-0.53,12.9429859719439,-0.042,9.96817234468938,0.0654328970806804,0,499,0.499,0.998,2,"low"
17,499,-0.984258386764368,46.1560996375573,-0.341087562420185,43.8347007582603,-0.476953907815631,12.2861143974696,0.0741482965931864,12.1330452068796,0.132173368704341,0,495,0.495991983967936,0.991983967935872,2,"low"
18,495,-0.00342403124750606,48.7729820776646,0.0345710625013477,48.7973798662943,-0.333333333333333,11.2024291497976,-0.105050505050505,11.0415736310473,0.0569092740077524,0,485,0.48989898989899,0.97979797979798,2,"low"
19,485,-0.39437421921959,44.9679927852946,0.21613024896158,45.3255930200167,-0.218556701030928,10.0141177472949,0.119587628865979,9.2666609866235,0.0496899135831264,0,505,0.520618556701031,1.04123711340206,2,"low"
20,500,0.153860979498575,48.0817245767878,-0.0143355030022191,40.9617079166335,-0.312871287128713,11.3860443187176,0.138613861386139,9.07201791607732,0.0144271762016205,0,511,0.511,1.022,2,"low"
21,500,-0.383780134406402,46.3507577745006,0.0730141267569547,43.3145828392411,-0.213307240704501,11.6936264916926,-0.23091976516634,10.585787191589,-0.104890185446928,0,473,0.473,0.946,2,"low"
22,473,-0.282592801317372,45.0489204133005,0.0288091736420111,45.8794907527091,-0.0930232558139535,12.2667520693733,-0.33615221987315,11.22786397678,-0.158646350987531,0,466,0.492600422832981,0.985200845665962,2,"low"
23,466,-0.167407673684613,42.4474582350997,-0.178313362026303,45.4889460471355,-0.180257510729614,11.1760395034381,-0.44206008583691,12.0063131662744,-0.0889517252780305,0,472,0.506437768240343,1.01287553648069,2,"low"
24,472,-0.666383527014281,42.735538199449,-0.0751851926646043,42.3503393400064,-0.779661016949153,12.0659973370758,-0.423728813559322,9.55255676706611,-0.0826501228245992,0,488,0.516949152542373,1.03389830508475,2,"low"
25,488,-1.18513010064986,40.6796458271702,-0.553618410914232,49.0267357033997,-0.82172131147541,10.7135313225839,-0.352459016393443,10.828289628707,0.0174752452504063,0,473,0.484631147540984,0.969262295081967,2,"low"
26,473,-0.699656131005006,46.7076884684755,-0.397274319139519,43.6117997952111,-0.566596194503171,11.4918479234601,-0.353065539112051,11.1695721503565,0.017087892989426,0,483,0.510570824524313,1.02114164904863,2,"low"
27,483,-0.583676965852425,49.5329362720527,-0.301153300176166,42.2148566257858,-0.834368530020704,11.6945010008333,-0.242236024844721,10.3706605499858,0.116873462380577,0,468,0.484472049689441,0.968944099378882,2,"low"
28,468,-0.674677003141029,42.2359842036818,-0.0407424965041877,45.157224882003,-0.760683760683761,12.1438898954959,-0.121794871794872,10.7881321034426,0.0932865620836745,0,448,0.478632478632479,0.957264957264957,2,"low"
29,448,-0.829719743518738,45.16545190526,-0.0678810326539115,45.0158405519146,-0.948660714285714,14.0532867929051,0.104910714285714,9.25742549536593,0.0222785665344364,0,452,0.504464285714286,1.00892857142857,2,"low"
30,452,-1.07585507721694,42.5574265730355,0.0898557293618419,42.3024798450765,-1.13274336283186,13.5211427898672,0.0884955752212389,9.36687400663226,0.0438003821106101,0,468,0.517699115044248,1.0353982300885,2,"low"
31,468,-1.63859504914398,46.7211173152293,0.553320635063863,42.0670979688464,-1.52564102564103,11.6545873826388,0.196581196581197,10.1839711561339,-0.0339328310953278,0,461,0.492521367521368,0.985042735042735,2,"low"
32,461,-1.35736071459021,43.7933882131337,0.0321145287374786,41.0055590036217,-1.41431670281996,10.6562293690465,-0.0845986984815618,10.2341318494766,0.106757445174474,0,463,0.502169197396963,1.00433839479393,2,"low"
33,463,-1.34715431117884,43.5282346808634,0.0503213113325368,41.0830369672478,-1.4060475161987,12.1161538245772,-0.0907127429805616,10.7579871532355,0.0648287515044661,0,466,0.503239740820734,1.00647948164147,2,"low"
34,466,-0.922697938082456,45.4403737435179,-0.264450429442487,44.5190191551723,-1.34978540772532,10.8429784484748,-0.0236051502145923,10.0403018136508,-0.0762293500763963,0,479,0.513948497854077,1.02789699570815,2,"low"
35,479,-1.34296968276286,42.7957025058104,-0.18896790982857,46.8373167686494,-1.59498956158664,11.7268367676732,-0.169102296450939,9.37092617989011,-0.0944343023078508,0,478,0.498956158663883,0.997912317327766,2,"low"
