"Generation","N_breeders","Mean_P_soft","Var_P_soft","Mean_P_hard","Var_P_hard","Mean_G_soft","Var_G_soft","Mean_G_hard","Var_G_hard","Gen_cor","Allele_freq","N_recruits","Mean_S","RpS","replicate","Comp"
57,148,12.2444225230373,59.2594190253643,-19.4296165318604,76.3117094341093,12.1689189189189,12.9168505239934,-19.9797297297297,41.7614910829197,0.121990022173784,0.691011235955056,89,0.300675675675676,0.601351351351351,7,"intruders competitively superior"
58,114,11.9258965359376,58.0957189143469,-20.6389590981134,65.6862189299068,11.9210526315789,10.745924545878,-21.4473684210526,44.2140195621798,-0.0251823148482703,0.6875,72,0.315789473684211,0.631578947368421,7,"intruders competitively superior"
59,97,13.499389474822,57.4890439799073,-21.5220634798209,66.6711992542681,12.5051546391753,12.1067439862543,-22.9690721649485,50.5719501718213,0.020831941149993,0.6875,64,0.329896907216495,0.65979381443299,7,"intruders competitively superior"
60,89,11.3503445377647,58.9329618351385,-24.2759958727458,74.6077124971325,12.1797752808989,13.0354954034729,-23.685393258427,41.8544433094995,0.0933915856136123,0.581818181818182,55,0.308988764044944,0.617977528089888,7,"intruders competitively superior"
61,80,11.7864773014016,50.4686267570292,-24.3150618849441,53.5617703905834,11.8125,13.8757911392405,-23.4125,37.3087025316456,-0.0740973072480856,0.734042553191489,47,0.29375,0.5875,7,"intruders competitively superior"
62,72,10.4296637608945,64.0841472214396,-23.5945293315893,59.4487229199306,10.9305555555556,16.9387715179969,-24.5972222222222,26.7228090766823,0.107253602528525,0.659090909090909,44,0.305555555555556,0.611111111111111,7,"intruders competitively superior"
63,69,12.0331634640718,55.5461163938399,-24.4467614503231,67.4586088851016,11.1304347826087,13.9386189258312,-24.6231884057971,42.9147485080989,-0.068781388862227,0.85,40,0.289855072463768,0.579710144927536,7,"intruders competitively superior"
64,65,11.5968514077972,72.0919084968831,-25.5291526824539,68.6664191037918,11.6615384615385,18.6961538461538,-25.3230769230769,30.9721153846154,-0.271485483742423,0.945945945945946,37,0.284615384615385,0.569230769230769,7,"intruders competitively superior"
65,62,11.3916139428413,70.0873878631873,-26.2600558002791,53.5033435717373,11.5322580645161,20.0235325224749,-26.1451612903226,23.5359598096245,-0.114186154233319,0.948275862068966,29,0.233870967741935,0.467741935483871,7,"intruders competitively superior"
66,54,13.3419967654458,55.3264351559263,-26.7715572099252,43.7477290641485,11.6111111111111,14.8459119496855,-27.3888888888889,24.2421383647799,-0.180182878646653,1,25,0.231481481481481,0.462962962962963,7,"intruders competitively superior"
67,50,12.6711430832251,66.9577405524643,-28.1862688509897,56.302919211921,11.9,15.1530612244898,-28.04,24.2024489795918,-0.299667324719878,1,31,0.31,0.62,7,"intruders competitively superior"
68,56,12.2620028512958,49.1366505446655,-28.3073796241519,47.5807922781008,12.2857142857143,7.62597402597403,-27.2857142857143,22.3532467532468,-0.14542486873489,1,26,0.232142857142857,0.464285714285714,7,"intruders competitively superior"
69,51,12.2353270306152,44.8690558055962,-27.6793689781087,68.0680645096306,12.5882352941176,12.3670588235294,-28.3529411764706,17.2329411764706,0.0295756448494727,1,24,0.235294117647059,0.470588235294118,7,"intruders competitively superior"
70,49,13.8842581167362,58.8903522706752,-29.6768181518028,41.7937856456494,12.0408163265306,14.9982993197279,-29.6938775510204,8.42517006802721,0.0785577132085143,1,18,0.183673469387755,0.36734693877551,7,"intruders competitively superior"
71,43,9.61576576268948,50.1395567114455,-31.3071229942226,40.9442156503469,10.906976744186,17.2768549280177,-30.6511627906977,11.4230343300111,0.410820311473237,1,19,0.22093023255814,0.441860465116279,7,"intruders competitively superior"
72,44,11.4974312364399,61.5327791857793,-29.3212968726219,37.2081710723179,11.4772727272727,14.8134249471459,-28.9545454545455,9.62579281183932,0.274691134897873,1,14,0.159090909090909,0.318181818181818,7,"intruders competitively superior"
73,39,13.2333372586513,44.8784027081578,-29.1168861516464,41.23171360068,11.8461538461538,10.080971659919,-29.2820512820513,9.73414304993252,-0.309997772237761,1,15,0.192307692307692,0.384615384615385,7,"intruders competitively superior"
74,40,13.1339100973432,43.7981596492291,-28.9627507636046,38.4039697148109,12.7,15.3948717948718,-29.275,10.9737179487179,0.246001022015443,1,18,0.225,0.45,7,"intruders competitively superior"
75,43,11.5468009221503,56.3300027301717,-29.1622178849754,52.7563826879292,12.8139534883721,16.1550387596899,-29.6511627906977,9.61351052048727,0.421829041646537,1,15,0.174418604651163,0.348837209302326,7,"intruders competitively superior"
76,40,12.6782772109723,50.4934801712231,-30.9013496613992,36.0537994154948,13.325,15.4557692307692,-29.675,8.58397435897436,-0.098449545690586,1,11,0.1375,0.275,7,"intruders competitively superior"
77,36,11.2018699528414,61.8062596306269,-30.5615692095348,56.6639941876772,12,13.4285714285714,-29.2777777777778,12.2634920634921,0.00890573899733407,1,19,0.263888888888889,0.527777777777778,7,"intruders competitively superior"
78,44,13.4368518954951,51.3798872269682,-28.3608654510589,34.7280027676388,12.8636363636364,19.0042283298097,-28.7954545454545,11.1432346723044,0.129808358457779,1,19,0.215909090909091,0.431818181818182,7,"intruders competitively superior"
79,44,11.944009594688,54.445927195588,-28.3355623538696,39.4704106908507,11.7954545454545,20.8176532769556,-28.6818181818182,13.1987315010571,0.290224262667693,1,20,0.227272727272727,0.454545454545455,7,"intruders competitively superior"
80,45,10.6591082994682,72.2033726184006,-28.9252755655422,43.4054830371974,11.3777777777778,16.1949494949495,-29.4222222222222,17.3858585858586,0.0341017643655622,1,16,0.177777777777778,0.355555555555556,7,"intruders competitively superior"
81,41,12.3006332514181,50.8296653486069,-29.2281684831173,49.270823258441,12.780487804878,12.2756097560976,-29.8536585365854,12.0280487804878,-0.0919311079135234,1,16,0.195121951219512,0.390243902439024,7,"intruders competitively superior"
82,41,9.41174358472147,64.0353991743946,-28.7769609280329,51.9509063977365,11.6341463414634,12.2378048780488,-29.6829268292683,12.6219512195122,-0.0769284884864951,1,20,0.24390243902439,0.48780487804878,7,"intruders competitively superior"
83,45,11.7589298943654,65.8383140678946,-28.3519979412869,41.661377999967,11.8444444444444,6.72525252525253,-28.8222222222222,12.6040404040404,-0.157382400990892,1,24,0.266666666666667,0.533333333333333,7,"intruders competitively superior"
84,49,11.6612340906657,51.7687632931508,-30.1545290910634,27.7028517245322,11.1224489795918,15.1513605442177,-29.5510204081633,12.2525510204082,0.199243658653203,1,22,0.224489795918367,0.448979591836735,7,"intruders competitively superior"
85,47,12.1474555962706,67.8274374931093,-28.5909812114218,39.0868364565125,12.3191489361702,10.0481036077706,-29.3617021276596,8.45328399629972,-0.109858911036996,1,16,0.170212765957447,0.340425531914894,7,"intruders competitively superior"
86,41,13.441886862273,52.3389573615862,-28.8694412729397,45.0046157146173,13.2926829268293,14.0121951219512,-29.2682926829268,8.70121951219512,0.0661560884721431,1,12,0.146341463414634,0.292682926829268,7,"intruders competitively superior"
87,37,14.0318481744466,61.5469812971014,-28.5362579624073,42.8531493735884,12.9459459459459,11.2747747747748,-30.4594594594595,12.3108108108108,-0.046964099211345,1,18,0.243243243243243,0.486486486486487,7,"intruders competitively superior"
88,43,13.440670948113,64.7120869662094,-31.2988661455163,41.2072644000662,12.046511627907,12.4739756367663,-29.953488372093,9.95016611295681,-0.0835472878423892,1,12,0.13953488372093,0.27906976744186,7,"intruders competitively superior"
89,37,11.0579682021705,57.8266847414149,-27.7993065026211,37.4596693423406,10.7027027027027,17.3813813813814,-29.2702702702703,7.81381381381381,-0.135797791772387,1,12,0.162162162162162,0.324324324324324,7,"intruders competitively superior"
90,37,10.4525024269022,67.1328320120097,-29.7042658660812,48.7356209721956,10.6216216216216,17.7972972972973,-29.8648648648649,13.8423423423423,-0.293972367896066,1,11,0.148648648648649,0.297297297297297,7,"intruders competitively superior"
91,36,12.5078646908593,52.611413330976,-28.5860376052277,42.9137086491233,10.9722222222222,21.2849206349206,-29.4722222222222,9.11349206349206,0.00518552126731841,1,17,0.236111111111111,0.472222222222222,7,"intruders competitively superior"
92,42,13.1409408893946,47.6813310757949,-32.4141272564927,46.5904028257269,12.3809523809524,9.94889663182346,-29.9047619047619,14.4297328687573,-0.0214226166980334,1,17,0.202380952380952,0.404761904761905,7,"intruders competitively superior"
93,42,10.770192352008,80.0953673109035,-29.7409914877347,38.5421321060331,11.5952380952381,16.246806039489,-29.2619047619048,12.9297328687573,-0.0714396670821482,1,19,0.226190476190476,0.452380952380952,7,"intruders competitively superior"
94,44,14.2184891733445,51.06006426841,-27.721233338625,40.1587227354525,12.7272727272727,12.0634249471459,-29.8181818181818,12.8498942917548,-0.0183390791103357,1,22,0.25,0.5,7,"intruders competitively superior"
95,47,12.1041254936393,49.294468879196,-30.2156808109303,48.5992189908831,13.1063829787234,10.0536540240518,-29.4042553191489,10.1156336725254,-0.0603130857642556,1,17,0.180851063829787,0.361702127659574,7,"intruders competitively superior"
96,42,13.6171853006989,81.2680114036883,-30.4390458687189,75.3667181071597,12.2380952380952,11.1614401858304,-29.9047619047619,12.137049941928,0.201273249935906,1,18,0.214285714285714,0.428571428571429,7,"intruders competitively superior"
97,43,12.0378915698571,81.2229749296843,-29.7363891682201,53.2241421397935,12.4418604651163,13.4905869324474,-29.4418604651163,10.9667774086379,-0.0540353583784842,1,22,0.255813953488372,0.511627906976744,7,"intruders competitively superior"
98,47,11.7810631185794,64.1769416725889,-29.0265612022767,57.8114952018859,12.6382978723404,21.1054579093432,-28.8297872340426,11.5356151711378,0.320295850453986,1,17,0.180851063829787,0.361702127659574,7,"intruders competitively superior"
99,42,13.2420890814929,47.4972401362158,-28.9456058193259,32.9397097820166,12.9047619047619,16.2833914053426,-28.5714285714286,10.5923344947735,0.339328528053857,1,21,0.25,0.5,7,"intruders competitively superior"
100,46,13.5257529308337,40.6308785997759,-29.1798563433222,65.516031615672,13.304347826087,11.2830917874396,-29.2608695652174,16.063768115942,-0.0352373604199288,1,22,0.239130434782609,0.478260869565217,7,"intruders competitively superior"
101,47,11.2849396909358,64.1357741985032,-28.9477396031653,53.1084503521415,12,11.4782608695652,-30.0212765957447,11.2386679000925,-0.0689047568626383,1,20,0.212765957446809,0.425531914893617,7,"intruders competitively superior"
102,45,10.0191743921681,64.9640903602992,-29.1089821147603,50.2737353778163,11.0666666666667,16.4272727272727,-29.7777777777778,10.7676767676768,-0.0951259049222618,1,15,0.166666666666667,0.333333333333333,7,"intruders competitively superior"
103,40,13.6388799620957,79.7645235864578,-30.0363244170562,50.6006994711318,12,19.025641025641,-30.825,13.7378205128205,-0.0491664122967631,1,15,0.1875,0.375,7,"intruders competitively superior"
104,40,12.8230036361787,52.1666482011042,-31.3011982183652,47.0773606020369,12.525,16.4096153846154,-29.525,7.69166666666667,0.0479857148523109,1,9,0.1125,0.225,7,"intruders competitively superior"
105,34,11.3601366961494,74.4941468143228,-30.9243521468152,40.9204959447759,13.3529411764706,22.0534759358289,-30.0588235294118,9.93582887700535,0.0567175508748404,1,13,0.191176470588235,0.382352941176471,7,"intruders competitively superior"
106,38,13.3590883141033,56.6170869349387,-30.9651704474484,44.9196453820349,12.4736842105263,12.4182076813656,-30.7105263157895,10.373399715505,0.175712506085104,1,12,0.157894736842105,0.315789473684211,7,"intruders competitively superior"
107,37,11.1758942754943,45.6305575928954,-28.6737026604848,45.6201749408223,12.4594594594595,10.6996996996997,-29.3513513513514,14.2342342342342,-0.0765893981457075,1,18,0.243243243243243,0.486486486486487,7,"intruders competitively superior"
108,43,13.162355125549,47.6896062211094,-28.5185999103929,56.6365029704539,12.8139534883721,15.8693244739756,-29.6976744186047,8.54928017718715,-0.0359385089279805,1,15,0.174418604651163,0.348837209302326,7,"intruders competitively superior"
109,40,10.8000452075048,38.0574906148746,-28.9325536423662,37.1638896475519,11.25,11.3205128205128,-29.6,9.22051282051282,-0.238423143581768,1,18,0.225,0.45,7,"intruders competitively superior"
110,43,9.75164323078943,82.8640485169832,-30.085115582582,36.9827713103342,10.8139534883721,18.7740863787375,-28.8139534883721,9.29789590254707,0.0891830112193475,1,16,0.186046511627907,0.372093023255814,7,"intruders competitively superior"
111,41,10.4547696646381,50.913475021819,-29.5582925808966,29.1454773832344,11.4878048780488,17.7560975609756,-28.609756097561,10.4439024390244,0.0352391739855431,1,19,0.231707317073171,0.463414634146341,7,"intruders competitively superior"
112,44,10.4779964996878,70.2122316754573,-28.0801088081459,52.9324490141381,12.5227272727273,15.7436575052854,-27.5909090909091,13.0845665961945,0.0641496854125368,1,15,0.170454545454545,0.340909090909091,7,"intruders competitively superior"
113,40,12.2321918063376,58.5921063232785,-27.4495200158477,30.2899887668203,12.5,13.8974358974359,-28.075,14.1224358974359,-0.0521624651017308,1,19,0.2375,0.475,7,"intruders competitively superior"
114,44,13.2418846535922,42.3965338511024,-28.759734490123,36.0212007616859,12.3636363636364,8.51585623678647,-29.5909090909091,8.94503171247357,-0.203960396653278,1,19,0.215909090909091,0.431818181818182,7,"intruders competitively superior"
115,44,11.4590293764678,37.309887202502,-30.7970669998967,41.7198619456764,11.2727272727273,11.830866807611,-29.9545454545455,10.276955602537,-0.220493695782807,1,20,0.227272727272727,0.454545454545455,7,"intruders competitively superior"
116,45,12.5582647455659,68.9415646492946,-29.811934040255,44.2993197059344,11.2666666666667,18.4272727272727,-29.5777777777778,8.7949494949495,0.208755750094404,1,15,0.166666666666667,0.333333333333333,7,"intruders competitively superior"
117,40,10.6849964041274,43.6727824497642,-30.6878753708677,47.6183802383348,10.825,14.6608974358974,-29.45,11.3307692307692,0.109119420232158,1,11,0.1375,0.275,7,"intruders competitively superior"
118,36,11.5749157669987,47.0255268785969,-30.8628303112398,33.2919336908693,10.7777777777778,11.7777777777778,-29.7222222222222,12.9492063492063,0.13238641495869,1,18,0.25,0.5,7,"intruders competitively superior"
119,43,11.3780838234598,56.5375937532894,-29.5999510468724,30.4595441449978,11.4186046511628,11.6777408637874,-29.0697674418605,10.4473975636766,0.121264769250811,1,17,0.197674418604651,0.395348837209302,7,"intruders competitively superior"
120,42,11.63461075594,59.1524003393773,-29.2937925389779,63.5786179018226,11.7857142857143,14.6114982578397,-29.0714285714286,16.7996515679443,0.248079092990187,1,22,0.261904761904762,0.523809523809524,7,"intruders competitively superior"
121,47,11.1391052589633,63.5319816441845,-28.7636206070925,57.086978322558,11.9574468085106,13.1720629047179,-28.9148936170213,15.9056429232192,0.212022877997216,1,18,0.191489361702128,0.382978723404255,7,"intruders competitively superior"
122,43,11.3074603250194,70.6664881041154,-28.4152735619843,47.5006237349526,13,14.047619047619,-29.6511627906977,11.1373200442968,0.0628163848904682,1,16,0.186046511627907,0.372093023255814,7,"intruders competitively superior"
123,41,13.0948020102944,45.6890398345401,-29.9747305417946,45.6414257099215,13.1951219512195,10.7609756097561,-29.0731707317073,12.919512195122,0.175103256943619,1,10,0.121951219512195,0.24390243902439,7,"intruders competitively superior"
124,35,11.2496623501869,60.8046256190502,-28.9678109778061,42.1469416199849,11.6285714285714,14.5932773109244,-28.9142857142857,8.37478991596639,0.0907598954710488,1,10,0.142857142857143,0.285714285714286,7,"intruders competitively superior"
125,35,11.0822705306777,81.9651712243356,-29.2858579167414,38.112329358941,11,15.1764705882353,-29.5714285714286,7.84033613445378,-0.194133661587269,1,17,0.242857142857143,0.485714285714286,7,"intruders competitively superior"
126,42,11.4098639637057,63.0080514452553,-28.9100772130756,53.1506721539812,10.2619047619048,17.9541231126597,-29,13.3170731707317,0.233448649703714,1,26,0.30952380952381,0.619047619047619,7,"intruders competitively superior"
127,51,11.097208976976,69.4541882574165,-29.0884444099048,42.028358016776,11.1176470588235,22.5058823529412,-28.7450980392157,10.5137254901961,-0.117704578154908,1,17,0.166666666666667,0.333333333333333,7,"intruders competitively superior"
128,42,13.5499328684699,57.2362540690091,-28.3493303426073,49.057803441088,12.4761904761905,10.548199767712,-29.4761904761905,10.5969802555168,-0.287158843875186,1,19,0.226190476190476,0.452380952380952,7,"intruders competitively superior"
129,44,12.6893542043024,39.4003132950046,-29.4326968042225,37.2268341646153,11.6590909090909,10.8810782241015,-28.5909090909091,16.4799154334038,-0.133487013149611,1,20,0.227272727272727,0.454545454545455,7,"intruders competitively superior"
130,45,8.43468184461394,45.9533850782157,-30.7840578918192,55.4651371376315,10.9111111111111,12.7646464646465,-29.0444444444444,17.2252525252525,-0.139749136318793,1,18,0.2,0.4,7,"intruders competitively superior"
131,43,10.9333464269223,82.7536947752004,-28.6116649308778,42.1973782864546,10.906976744186,13.4197120708749,-29.7441860465116,13.4330011074197,-0.033652264101132,1,20,0.232558139534884,0.465116279069767,7,"intruders competitively superior"
132,45,11.5911385256787,68.6101371503968,-28.678122598362,47.5192023420942,11.4888888888889,19.0282828282828,-30.3777777777778,9.64949494949495,-0.172233920622624,1,22,0.244444444444444,0.488888888888889,7,"intruders competitively superior"
133,47,11.3673107004591,41.6518057599419,-31.7494748330721,49.164836153952,12,17.6521739130435,-30.0851063829787,9.81868640148011,-0.158521293675591,1,19,0.202127659574468,0.404255319148936,7,"intruders competitively superior"
134,44,12.2575404930652,38.4052210890583,-28.2709165770841,65.1426123375393,12.5681818181818,11.3673361522199,-29.3409090909091,10.6485200845666,0.041266539634261,1,20,0.227272727272727,0.454545454545455,7,"intruders competitively superior"
135,45,12.350243284486,67.1518693276261,-30.2579515708168,51.1842907196008,12.6,15.9272727272727,-29.6666666666667,12.6363636363636,0.214669505557742,1,21,0.233333333333333,0.466666666666667,7,"intruders competitively superior"
136,46,13.0881336601779,48.0885075342608,-29.159516792622,40.4935444834573,12.5217391304348,18.4328502415459,-29.695652173913,10.5275362318841,0.0202526977763633,1,22,0.239130434782609,0.478260869565217,7,"intruders competitively superior"
137,47,11.6673841796793,52.7763361337036,-29.3668592178205,44.2207361714338,12.0851063829787,8.77520814061055,-30.063829787234,8.104532839963,-0.138543115686894,1,22,0.234042553191489,0.468085106382979,7,"intruders competitively superior"
138,47,14.3896309039398,72.1000264886301,-29.5532994989211,25.5863199571482,11.9148936170213,16.427382053654,-30.2127659574468,9.51896392229417,-0.194447904896092,1,19,0.202127659574468,0.404255319148936,7,"intruders competitively superior"
139,44,11.4634832117615,75.0607428294498,-31.4712510594236,45.3295183824663,12.0454545454545,11.2536997885835,-30.2045454545455,11.7013742071882,-0.175484089538235,1,15,0.170454545454545,0.340909090909091,7,"intruders competitively superior"
140,40,12.7614372702798,40.7248929465493,-30.0971981813832,51.7774796046469,11.325,9.50705128205128,-29.9,11.425641025641,0.378134283695667,1,9,0.1125,0.225,7,"intruders competitively superior"
141,34,15.3221256158855,37.7898803318388,-31.2598990251633,40.8314192072017,13.0882352941176,10.8101604278075,-30.9705882352941,10.9385026737968,0.169743140793287,1,9,0.132352941176471,0.264705882352941,7,"intruders competitively superior"
142,34,11.4810066652276,63.6021583223263,-30.9912535261961,54.7748719563666,12.8235294117647,17.2406417112299,-30.8823529411765,8.53119429590018,-0.388024757175497,1,8,0.117647058823529,0.235294117647059,7,"intruders competitively superior"
143,33,11.6960279742472,43.0708780237715,-30.046323600968,28.3146845850621,12.5757575757576,14.9393939393939,-30.0606060606061,5.99621212121212,0.0269143179192763,1,8,0.121212121212121,0.242424242424242,7,"intruders competitively superior"
144,33,12.5397837276784,52.6961978498869,-29.0507358162376,41.2176148842783,10.969696969697,16.592803030303,-29.6969696969697,12.592803030303,0.130367120801431,1,18,0.272727272727273,0.545454545454545,7,"intruders competitively superior"
145,43,10.9435136719162,64.7415472037327,-29.4707654473224,43.5258630106823,11.9767441860465,18.3565891472868,-29.8604651162791,7.83720930232558,-0.0553047400768374,1,16,0.186046511627907,0.372093023255814,7,"intruders competitively superior"
146,41,11.0497990982314,57.4630290084218,-30.7131099657654,46.8355437592463,11.8780487804878,17.909756097561,-29.9024390243902,11.840243902439,-0.0815680245307735,1,13,0.158536585365854,0.317073170731707,7,"intruders competitively superior"
147,38,11.0716404964851,68.3735979802802,-30.5433309160805,49.2040195104548,11.4473684210526,18.5241820768137,-31,17.5135135135135,0.351121943650248,1,13,0.171052631578947,0.342105263157895,7,"intruders competitively superior"
148,38,12.8115152920808,68.6933137993185,-28.9274682281201,36.9336221441479,13,16.4324324324324,-29.7105263157895,8.26529160739687,0.201761134235117,1,13,0.171052631578947,0.342105263157895,7,"intruders competitively superior"
149,38,11.0677675280038,40.5260444791798,-31.4973510786701,37.8592294889087,12.6578947368421,14.5554765291607,-29.8684210526316,11.6308677098151,-0.197935609135742,1,14,0.184210526315789,0.368421052631579,7,"intruders competitively superior"
150,39,10.387989505037,54.1680286203469,-30.4984785124391,26.7474621900326,12.2820512820513,9.36572199730094,-29.3076923076923,9.74493927125506,-0.136669802229544,1,21,0.269230769230769,0.538461538461538,7,"intruders competitively superior"
1,500,-0.0245594881809095,57.8267273832457,-0.14104054813896,45.3574441447981,0.13,14.7065130260521,-0.088,12.4651863727455,-0.0777474360277741,0,573,0.573,1.146,8,"intruders competitively superior"
2,500,0.237417271300114,53.1658383816967,0.474434473676932,52.5707616311467,0.62303664921466,13.906601252151,-0.101221640488656,12.9442817217686,-0.0715186221307723,0,584,0.584,1.168,8,"intruders competitively superior"
3,500,1.11416918051607,60.2556772801332,-0.157971162705108,43.2831095591743,0.945205479452055,13.235414365939,-0.089041095890411,11.9200169176907,-0.0119967226311247,0,554,0.554,1.108,8,"intruders competitively superior"
4,500,1.42986279807715,55.1057727600323,0.51236914375597,47.2277833221964,1.32129963898917,12.0159288684628,0.348375451263538,11.6487586580581,0.0311790932399622,0,545,0.545,1.09,8,"intruders competitively superior"
5,500,1.1132620080343,52.5984395203345,0.754570122035074,44.2583246692928,1.15045871559633,13.0765852671344,0.596330275229358,11.5573394495413,0.10184423633385,0,536,0.536,1.072,8,"intruders competitively superior"
6,500,1.42428785517552,52.4521222953461,1.17448918544013,41.1403787861855,1.4384328358209,13.2821837076301,0.76865671641791,9.62114660343144,-0.0629369965674497,0,544,0.544,1.088,8,"intruders competitively superior"
7,500,1.49015710860037,55.3480874726179,0.818180750542285,43.8267388737245,1.36948529411765,13.7619400660817,0.764705882352941,9.01267468313292,0.0142696947880203,0,532,0.532,1.064,8,"intruders competitively superior"
8,500,1.74746161236279,55.2702748684698,0.706484176610361,49.7895158949157,1.70864661654135,13.7398121008737,0.87781954887218,10.8381511688827,-0.0229849154220395,0,548,0.548,1.096,8,"intruders competitively superior"
9,500,2.04688745045155,57.4802040813731,0.809210451689578,46.3885859215656,2.10036496350365,14.116051054858,0.93978102189781,11.6069703358732,-0.0513715325794172,0,547,0.547,1.094,8,"intruders competitively superior"
10,500,3.0752795050761,53.3196038637958,1.18945421502115,49.2047729997999,2.90859232175503,14.1344864763512,0.936014625228519,12.2358251133388,-0.0326164164936281,0,561,0.561,1.122,8,"intruders competitively superior"
11,500,2.8121523209663,59.9602725271309,1.26468759326764,50.1975619201783,3.29946524064171,14.3065889992361,1.07130124777184,12.1699070537306,0.0180020421716744,0,559,0.559,1.118,8,"intruders competitively superior"
12,500,3.94566414225806,52.4679723387574,0.909833913272229,43.6634615809712,4.22540250447227,13.246593699707,1.32379248658318,10.6064400715564,-0.0237065843080548,0,534,0.534,1.068,8,"intruders competitively superior"
13,500,4.37941162547299,57.3596662509318,1.94501910832342,47.6132383500221,4.59737827715356,13.6068223819663,1.43632958801498,11.1694844390103,0.0616069950183918,0,533,0.533,1.066,8,"intruders competitively superior"
14,500,4.68046910181288,59.5566728168627,1.49346590116322,44.7228393037674,4.97373358348968,14.0218651694903,1.74108818011257,10.5418612196533,0.0469036836618962,0,568,0.568,1.136,8,"intruders competitively superior"
15,500,5.45642360878854,52.2296723799909,1.77991873864906,42.7600484226451,5.30457746478873,13.3056580222073,1.79401408450704,10.5906519363092,-0.0122370616255328,0,547,0.547,1.094,8,"intruders competitively superior"
16,500,6.26828642454611,52.4136375224084,1.77522916873295,45.0266649476622,5.97989031078611,14.9135142736605,1.6672760511883,10.1967843247551,0.0346557262984326,0,558,0.558,1.116,8,"intruders competitively superior"
17,500,6.59418370642432,55.7981756104254,1.40710268470436,44.0988598629914,6.54121863799283,15.2002728390057,1.45519713261649,9.07429071510846,0.0499156207989768,0,563,0.563,1.126,8,"intruders competitively superior"
18,500,6.73238473323805,53.7241371939078,1.22406684325517,42.9805139173383,6.85079928952043,12.1022546980778,1.55417406749556,9.52508485932631,0.0781491817390265,0,554,0.554,1.108,8,"intruders competitively superior"
19,500,6.99807258445619,58.9203750683317,1.49724095477839,38.9922085227846,7.27256317689531,13.8405840149888,1.64079422382671,9.00093680025591,0.0403804982141407,0,526,0.526,1.052,8,"intruders competitively superior"
20,500,7.24201675066635,53.4157505948279,1.39411993258088,41.3790102618841,7.42395437262357,12.3094441426761,1.63498098859316,9.54650733297121,-0.0536974486017511,0,571,0.571,1.142,8,"intruders competitively superior"
21,500,7.82314001842187,56.5785433490229,0.193313887475412,84.4418341550204,7.35906040268456,15.1414471829,0.340604026845638,49.9258107269754,-0.239185217649471,0.0384615384615385,546,0.546,1.092,8,"intruders competitively superior"
22,500,8.10605375860263,52.5028222874555,-0.784909532324091,100.120690252038,8.03327495621716,15.9585399575998,-0.901926444833625,66.1377331244047,-0.228525966523988,0.0839350180505415,554,0.554,1.108,8,"intruders competitively superior"
23,500,9.02706701577844,57.186190490463,-2.41670090090233,111.372573097231,8.47668393782383,16.5059433099665,-2.26252158894646,73.7060496859518,-0.252452279221907,0.124314442413163,547,0.547,1.094,8,"intruders competitively superior"
24,500,9.35315908199933,58.2670973225878,-3.25171957463486,95.6392162086459,9.21153846153846,16.7239997305672,-3.05944055944056,70.5568809474238,-0.212588689613584,0.166015625,512,0.512,1.024,8,"intruders competitively superior"
25,500,9.28407289710832,60.8358168027211,-3.70199040795143,94.3827928554586,9.48603351955307,15.9554948720087,-3.99813780260708,67.5914144361989,-0.165348333898416,0.226744186046512,516,0.516,1.032,8,"intruders competitively superior"
26,500,9.47668381725235,60.1459408602748,-4.72865949374411,93.8473683610475,9.20517560073937,13.5337509413295,-4.62292051756007,63.6056958992264,-0.189911176292445,0.266472868217054,516,0.516,1.032,8,"intruders competitively superior"
27,500,9.56938634068476,60.214722347279,-5.22252256607232,100.007488541951,9.48243992606285,13.8020058875881,-5.13863216266174,58.7307455329636,-0.207215961452253,0.276717557251908,524,0.524,1.048,8,"intruders competitively superior"
28,500,9.57711818123728,59.8882239961788,-5.92653658833165,101.162744620592,9.45173041894353,14.6970271096752,-5.76684881602914,61.6754683365907,-0.168062329010065,0.304642166344294,517,0.517,1.034,8,"intruders competitively superior"
29,500,10.2778071273383,59.3040576325995,-6.6125617051029,91.2617893308777,10.0313653136531,14.773506080717,-6.33025830258303,57.0349052936001,-0.188384586434906,0.304511278195489,532,0.532,1.064,8,"intruders competitively superior"
30,500,10.0066080833249,56.0208915067991,-6.68974378322645,83.4911431804027,9.99102333931777,11.3326530875838,-7.07001795332136,52.8422109709001,-0.107184185873636,0.344028520499109,561,0.561,1.122,8,"intruders competitively superior"
31,500,9.86280413780995,60.0030472758308,-7.03109220551677,86.0741334082351,9.84300341296928,13.137703100843,-7.09215017064846,47.7658528047607,-0.0368810704036923,0.348,500,0.5,1,8,"intruders competitively superior"
32,500,10.0297133507455,54.5032075776927,-8.07174872060153,78.3440520910916,10.3847619047619,12.6570192657216,-7.94666666666667,46.5734860050891,-0.0280430990213213,0.361386138613861,505,0.505,1.01,8,"intruders competitively superior"
33,500,10.8485949405128,59.218980180218,-8.72071019165423,88.060046807673,10.5679245283019,12.6844134536505,-8.53018867924528,50.2382173556372,-0.0711712323452851,0.372727272727273,495,0.495,0.99,8,"intruders competitively superior"
34,500,10.7875198901838,58.1390090163978,-8.71581385277768,83.9441430002659,10.8115384615385,13.0703868385949,-8.83846153846154,47.1723136208685,-0.0659705668576269,0.39616935483871,496,0.496,0.992,8,"intruders competitively superior"
